Hours since 00:00 Jan 1,30 Minute Data: Array power (DC) (kW)
155.5,16660.2
156,16194.9
156.5,15968.9
157,16082.7
157.5,16475.4
158,16939.9
158.5,17410.6
159,17562.9
159.5,17068.4
160,15822.3
160.5,13937.9
161,9823.98
161.5,0
162,0
162.5,0
163,0
163.5,0
164,0
164.5,0
165,0
165.5,0
166,0
166.5,0
167,0
167.5,0
168,0
168.5,0
169,0
169.5,0
170,0
170.5,0
171,0
171.5,0
172,0
172.5,0
173,0
173.5,0
174,0
174.5,0
175,0
175.5,0
176,47.9412
176.5,126.233
177,224.471
177.5,302.647
178,5519.35
178.5,6073.69
179,6631.59
179.5,9622.9
180,4737.42
180.5,5699.64
181,8807
181.5,13679.3
182,8156.3
182.5,7615.67
183,313.947
183.5,9745.86
184,11721.8
184.5,3621.53
185,1433.77
185.5,0
186,0
186.5,0
187,0
187.5,0
188,0
188.5,0
189,0
189.5,0
190,0
190.5,0
191,0
191.5,0
192,0
192.5,0
193,0
193.5,0
194,0
194.5,0
195,0
195.5,0
196,0
196.5,0
197,0
197.5,0
198,0
198.5,0
199,0
199.5,0
200,378.198
200.5,3092.43
201,401.429
201.5,221.889
202,298.623
202.5,602.041
203,1543.21
203.5,1058.76
204,1505.35
204.5,2128.28
205,793.101
205.5,2039.72
206,2255.23
206.5,467.049
207,616.744
207.5,743.831
208,2345.07
208.5,1335.27
209,9835.73
209.5,0
210,0
210.5,0
211,0
211.5,0
212,0
212.5,0
213,0
213.5,0
214,0
214.5,0
215,0
215.5,0
216,0
216.5,0
217,0
217.5,0
218,0
218.5,0
219,0
219.5,0
220,0
220.5,0
221,0
221.5,0
222,0
222.5,0
223,0
223.5,0
224,857.6
224.5,2588.6
225,3946.33
225.5,6918.39
226,7312.11
226.5,6150.26
227,6695.94
227.5,4959.69
228,8996.93
228.5,7979.84
229,12193.9
229.5,12171.7
230,12057.3
230.5,11823.2
231,19408.7
231.5,18950.9
232,17641.1
232.5,15557.1
233,12691.7
233.5,0
234,0
234.5,0
235,0
235.5,0
236,0
236.5,0
237,0
237.5,0
238,0
238.5,0
239,0
239.5,0
240,0
240.5,0
241,0
241.5,0
242,0
242.5,0
243,0
243.5,0
244,0
244.5,0
245,0
245.5,0
246,0
246.5,0
247,0
247.5,0
248,8707.95
248.5,14621.6
249,17734.4
249.5,19212.3
250,19784.8
250.5,19621.2
251,18986.8
251.5,18256.6
252,17762.2
252.5,17461.3
253,17568.2
253.5,17922.8
254,18523.9
254.5,19088.5
255,19392.1
255.5,19043.7
256,17844.9
256.5,15662.6
257,13004.3
257.5,0
258,0
258.5,0
259,0
259.5,0
260,0
260.5,0
261,0
261.5,0
262,0
262.5,0
263,0
263.5,0
264,0
264.5,0
265,0
265.5,0
266,0
266.5,0
267,0
267.5,0
268,0
268.5,0
269,0
269.5,0
270,0
270.5,0
271,0
271.5,0
272,8680.46
272.5,14757.9
273,14356.1
273.5,14160.6
274,15742.7
274.5,15443.7
275,16341.8
275.5,15891.2
276,16571.3
276.5,11718.7
277,11429
277.5,5555.73
278,9691.49
278.5,4367.95
279,12005.2
279.5,9061.68
280,658.873
280.5,9611.84
281,7114.03
281.5,0
282,0
282.5,0
283,0
283.5,0
284,0
284.5,0
285,0
285.5,0
286,0
286.5,0
287,0
287.5,0
288,0
288.5,0
289,0
289.5,0
290,0
290.5,0
291,0
291.5,0
292,0
292.5,0
293,0
293.5,0
294,0
294.5,0
295,0
295.5,0
296,8674.08
296.5,14397.7
297,17315.4
297.5,18719.2
298,19242.8
298.5,19003.7
299,18323
299.5,17731.7
300,17359.3
300.5,17178.9
301,17344.8
301.5,17782.1
302,18318.9
302.5,19006.7
303,19337.6
303.5,19026.7
304,17896.2
304.5,15860.5
305,13210.2
305.5,0
306,0
306.5,0
307,0
307.5,0
308,0
308.5,0
309,0
309.5,0
310,0
310.5,0
311,0
311.5,0
312,0
312.5,0
313,0
313.5,0
314,0
314.5,0
315,0
315.5,0
316,0
316.5,0
317,0
317.5,0
318,0
318.5,0
319,0
319.5,0
320,9013.16
320.5,15005.8
321,18080.1
321.5,19536.2
322,20088.5
322.5,19947
323,19319.5
323.5,18633.2
324,18130
324.5,17877
325,17963.8
325.5,18348.2
326,18863.8
326.5,19551.8
327,19947.6
327.5,19709.8
328,18640.8
328.5,16699
329,14051.6
329.5,0
330,0
330.5,0
331,0
331.5,0
332,0
332.5,0
333,0
333.5,0
334,0
334.5,0
335,0
335.5,0
336,0
336.5,0
337,0
337.5,0
338,0
338.5,0
339,0
339.5,0
340,0
340.5,0
341,0
341.5,0
342,0
342.5,0
343,0
343.5,0
344,8446.63
344.5,14009.6
345,10842.8
345.5,18401.8
346,19000.9
346.5,18849.8
347,18227.1
347.5,17594.5
348,17016.2
348.5,8814.61
349,5278.77
349.5,2784.49
350,4118.9
350.5,4324.7
351,2519.17
351.5,1637.02
352,4107.98
352.5,2116.09
353,11964.3
353.5,0
354,0
354.5,0
355,0
355.5,0
356,0
356.5,0
357,0
357.5,0
358,0
358.5,0
359,0
359.5,0
360,0
360.5,0
361,0
361.5,0
362,0
362.5,0
363,0
363.5,0
364,0
364.5,0
365,0
365.5,0
366,0
366.5,0
367,0
367.5,0
368,7810.55
368.5,13203.7
369,16279.2
369.5,17842.9
370,4274.62
370.5,4892.74
371,5581.3
371.5,6081.67
372,7948.5
372.5,4868.08
373,7131.77
373.5,2844.99
374,7037.61
374.5,2782.73
375,2383.21
375.5,5840.37
376,7649.45
376.5,9298.64
377,6971.21
377.5,0
378,0
378.5,0
379,0
379.5,0
380,0
380.5,0
381,0
381.5,0
382,0
382.5,0
383,0
383.5,0
384,0
384.5,0
385,0
385.5,0
386,0
386.5,0
387,0
387.5,0
388,0
388.5,0
389,0
389.5,0
390,0
390.5,0
391,0
391.5,0
392,1065.46
392.5,2652.79
393,4037.05
393.5,3056.81
394,17714.9
394.5,17684
395,7494.01
395.5,7929.92
396,5534.38
396.5,5715.4
397,12183.4
397.5,12345.8
398,12490
398.5,12650.3
399,14356.7
399.5,11765.3
400,16879.1
400.5,11127.7
401,8635.64
401.5,0
402,0
402.5,0
403,0
403.5,0
404,0
404.5,0
405,0
405.5,0
406,0
406.5,0
407,0
407.5,0
408,0
408.5,0
409,0
409.5,0
410,0
410.5,0
411,0
411.5,0
412,0
412.5,0
413,0
413.5,0
414,0
414.5,0
415,0
415.5,0
416,8882.3
416.5,14666.8
417,17731.9
417.5,19192.8
418,19741.8
418.5,19460.8
419,18677.1
419.5,17915
420,17328.3
420.5,17145.7
421,17297.9
421.5,17631.1
422,18103.4
422.5,18737.1
423,19061.9
423.5,18808.4
424,17793.8
424.5,16085
425,13144.1
425.5,0
426,0
426.5,0
427,0
427.5,0
428,0
428.5,0
429,0
429.5,0
430,0
430.5,0
431,0
431.5,0
432,0
432.5,0
433,0
433.5,0
434,0
434.5,0
435,0
435.5,0
436,0
436.5,0
437,0
437.5,0
438,0
438.5,0
439,0
439.5,0
440,8589.99
440.5,14113.2
441,5979.85
441.5,2709.89
442,2436.41
442.5,7727.55
443,4761.69
443.5,7899.21
444,7117.03
444.5,7829.65
445,7767.19
445.5,17633
446,18082.5
446.5,18713.3
447,19057.2
447.5,18779.8
448,8748.64
448.5,15960.3
449,12923.1
449.5,0
450,0
450.5,0
451,0
451.5,0
452,0
452.5,0
453,0
453.5,0
454,0
454.5,0
455,0
455.5,0
456,0
456.5,0
457,0
457.5,0
458,0
458.5,0
459,0
459.5,0
460,0
460.5,0
461,0
461.5,0
462,0
462.5,0
463,0
463.5,0
464,819.418
464.5,2447.3
465,3780.98
465.5,4793.65
466,5569.9
466.5,6163.12
467,6791.52
467.5,7228.72
468,7523.85
468.5,7636.4
469,12587
469.5,12558.4
470,18110.7
470.5,15273
471,18929.2
471.5,18613.4
472,12886.7
472.5,13566.2
473,10568.5
473.5,0
474,0
474.5,0
475,0
475.5,0
476,0
476.5,0
477,0
477.5,0
478,0
478.5,0
479,0
479.5,0
480,0
480.5,0
481,0
481.5,0
482,0
482.5,0
483,0
483.5,0
484,0
484.5,0
485,0
485.5,0
486,0
486.5,0
487,0
487.5,0
488,8936.5
488.5,14640
489,2275.4
489.5,3047.15
490,4452.21
490.5,4845.02
491,6951.82
491.5,7478.91
492,7587.46
492.5,7434.85
493,7660.58
493.5,8749.28
494,10197.7
494.5,12937.2
495,12612.9
495.5,2907.45
496,10031
496.5,6327.21
497,4382.56
497.5,1362.31
498,0
498.5,0
499,0
499.5,0
500,0
500.5,0
501,0
501.5,0
502,0
502.5,0
503,0
503.5,0
504,0
504.5,0
505,0
505.5,0
506,0
506.5,0
507,0
507.5,0
508,0
508.5,0
509,0
509.5,0
510,0
510.5,0
511,0
511.5,0
512,156.564
512.5,621.769
513,1427.41
513.5,1962.22
514,6276.16
514.5,8159.96
515,10764.3
515.5,5016.92
516,7346.01
516.5,7376.07
517,12132.5
517.5,17546.2
518,2436.31
518.5,18563.8
519,18930.4
519.5,18707
520,17742.5
520.5,16081.2
521,13085.2
521.5,3578.23
522,0
522.5,0
523,0
523.5,0
524,0
524.5,0
525,0
525.5,0
526,0
526.5,0
527,0
527.5,0
528,0
528.5,0
529,0
529.5,0
530,0
530.5,0
531,0
531.5,0
532,0
532.5,0
533,0
533.5,0
534,0
534.5,0
535,0
535.5,0
536,2833.85
536.5,8292.24
537,10103.2
537.5,13278.5
538,17263.1
538.5,15791.8
539,15881.1
539.5,15562.6
540,15711.5
540.5,14637.5
541,14185.4
541.5,14388.8
542,11104.1
542.5,13323.1
543,11086.3
543.5,8477.77
544,15889.5
544.5,13658
545,11173.8
545.5,2926.06
546,0
546.5,0
547,0
547.5,0
548,0
548.5,0
549,0
549.5,0
550,0
550.5,0
551,0
551.5,0
552,0
552.5,0
553,0
553.5,0
554,0
554.5,0
555,0
555.5,0
556,0
556.5,0
557,0
557.5,0
558,0
558.5,0
559,0
559.5,528.562
560,8427.78
560.5,996.527
561,1656.28
561.5,12869.9
562,13282.9
562.5,2948.7
563,256.537
563.5,6190.44
564,4738.08
564.5,560.178
565,301.541
565.5,271.194
566,8651.49
566.5,8551.42
567,12370.4
567.5,8734.53
568,200.456
568.5,804.035
569,451.772
569.5,166.46
570,0
570.5,0
571,0
571.5,0
572,0
572.5,0
573,0
573.5,0
574,0
574.5,0
575,0
575.5,0
576,0
576.5,0
577,0
577.5,0
578,0
578.5,0
579,0
579.5,0
580,0
580.5,0
581,0
581.5,0
582,0
582.5,0
583,0
583.5,17.2843
584,419.163
584.5,779.803
585,761.558
585.5,2401.46
586,1986.2
586.5,3335.9
587,2109.4
587.5,2587.72
588,2720.85
588.5,4260.01
589,3498.95
589.5,3549.05
590,3030.97
590.5,5090.96
591,2610.86
591.5,1672.81
592,1299.89
592.5,1074.34
593,13675.8
593.5,7373.67
594,0
594.5,0
595,0
595.5,0
596,0
596.5,0
597,0
597.5,0
598,0
598.5,0
599,0
599.5,0
600,0
600.5,0
601,0
601.5,0
602,0
602.5,0
603,0
603.5,0
604,0
604.5,0
605,0
605.5,0
606,0
606.5,0
607,0
607.5,758.64
608,9254.15
608.5,14675.7
609,17715.8
609.5,19306.6
610,20068.6
610.5,20076.6
611,19606.8
611.5,19041.9
612,18661.5
612.5,18470.4
613,18598.9
613.5,18985.4
614,19492.7
614.5,20165.7
615,20593.2
615.5,20381.3
616,19378.1
616.5,17651
617,14699.8
617.5,8302.04
618,0
618.5,0
619,0
619.5,0
620,0
620.5,0
621,0
621.5,0
622,0
622.5,0
623,0
623.5,0
624,0
624.5,0
625,0
625.5,0
626,0
626.5,0
627,0
627.5,0
628,0
628.5,0
629,0
629.5,0
630,0
630.5,0
631,0
631.5,948.769
632,9957.37
632.5,15532.8
633,18575.7
633.5,20095.1
634,20744.7
634.5,20629.6
635,20067.6
635.5,19380.3
636,18888.9
636.5,18563.1
637,18577.5
637.5,18860.4
638,19273.1
638.5,19843.3
639,20223.6
639.5,19973.2
640,18991.6
640.5,17349.5
641,14404.6
641.5,8152.06
642,0
642.5,0
643,0
643.5,0
644,0
644.5,0
645,0
645.5,0
646,0
646.5,0
647,0
647.5,0
648,0
648.5,0
649,0
649.5,0
650,0
650.5,0
651,0
651.5,0
652,0
652.5,0
653,0
653.5,0
654,0
654.5,0
655,0
655.5,966.707
656,9806.09
656.5,15455.5
657,18691.7
657.5,20353
658,21134.4
658.5,21090.5
659,20558.6
659.5,19891.2
660,19422.4
660.5,19135.7
661,19162
661.5,19468.9
662,19927.5
662.5,20611.1
663,21033.8
663.5,20847.9
664,19888.7
664.5,18132
665,15066.5
665.5,8663.91
666,0
666.5,0
667,0
667.5,0
668,0
668.5,0
669,0
669.5,0
670,0
670.5,0
671,0
671.5,0
672,0
672.5,0
673,0
673.5,0
674,0
674.5,0
675,0
675.5,0
676,0
676.5,0
677,0
677.5,0
678,0
678.5,0
679,0
679.5,1131.63
680,10163.7
680.5,15594.1
681,18511.9
681.5,19987.8
682,20632.9
682.5,20511.7
683,19927.3
683.5,19276.9
684,18795.5
684.5,18524.7
685,18547.1
685.5,18834.8
686,19254.3
686.5,19905.5
687,20323.1
687.5,20212.2
688,19339.1
688.5,17760.2
689,14928.2
689.5,8753.57
690,0
690.5,0
691,0
691.5,0
692,0
692.5,0
693,0
693.5,0
694,0
694.5,0
695,0
695.5,0
696,0
696.5,0
697,0
697.5,0
698,0
698.5,0
699,0
699.5,0
700,0
700.5,0
701,0
701.5,0
702,0
702.5,0
703,0
703.5,35.9571
704,523.401
704.5,1463.25
705,7652.23
705.5,6319.39
706,15374.1
706.5,16441.5
707,16395.9
707.5,14944
708,15097.9
708.5,12078.1
709,8791.27
709.5,18087.9
710,11453.1
710.5,10075.2
711,677.809
711.5,9842.33
712,1853.15
712.5,5002.74
713,3306.4
713.5,1109.51
714,0
714.5,0
715,0
715.5,0
716,0
716.5,0
717,0
717.5,0
718,0
718.5,0
719,0
719.5,0
720,0
720.5,0
721,0
721.5,0
722,0
722.5,0
723,0
723.5,0
724,0
724.5,0
725,0
725.5,0
726,0
726.5,0
727,0
727.5,1148.95
728,67.0474
728.5,145.124
729,729.465
729.5,7496.44
730,8362.7
730.5,2778.11
731,3248.38
731.5,4155.68
732,4896.53
732.5,9865.36
733,3584.54
733.5,4091.83
734,10419.7
734.5,18963
735,19306.7
735.5,19055.5
736,9552.22
736.5,9328.04
737,7158.47
737.5,8186.1
738,0
738.5,0
739,0
739.5,0
740,0
740.5,0
741,0
741.5,0
742,0
742.5,0
743,0
743.5,0
744,0
744.5,0
745,0
745.5,0
746,0
746.5,0
747,0
747.5,0
748,0
748.5,0
749,0
749.5,0
750,0
750.5,0
751,0
751.5,0
752,47.4603
752.5,105.575
753,2368.42
753.5,3145.25
754,3831.24
754.5,18938
755,18590.7
755.5,18089.7
756,12755.5
756.5,9114.6
757,10010.7
757.5,17786.3
758,18142.1
758.5,7269.34
759,4793.59
759.5,18696.2
760,17761.4
760.5,16273.4
761,13599.9
761.5,8266.96
762,0
762.5,0
763,0
763.5,0
764,0
764.5,0
765,0
765.5,0
766,0
766.5,0
767,0
767.5,0
768,0
768.5,0
769,0
769.5,0
770,0
770.5,0
771,0
771.5,0
772,0
772.5,0
773,0
773.5,0
774,0
774.5,0
775,0
775.5,70.5402
776,891.55
776.5,5084.98
777,2068.11
777.5,1840.6
778,3012.33
778.5,2299.58
779,4632.09
779.5,4827.18
780,4528.89
780.5,9144.74
781,13122.4
781.5,12430.5
782,10692
782.5,14073.7
783,13690.9
783.5,10239.8
784,8443.97
784.5,13071.7
785,4256.76
785.5,1268.13
786,0
786.5,0
787,0
787.5,0
788,0
788.5,0
789,0
789.5,0
790,0
790.5,0
791,0
791.5,0
792,0
792.5,0
793,0
793.5,0
794,0
794.5,0
795,0
795.5,0
796,0
796.5,0
797,0
797.5,0
798,0
798.5,0
799,0
799.5,30.6515
800,387.055
800.5,680.626
801,1865.49
801.5,3858.32
802,4398.56
802.5,3893.81
803,4641.63
803.5,5124.96
804,5043.89
804.5,13185.1
805,9022.38
805.5,11792.5
806,18663.5
806.5,11584.8
807,9317.49
807.5,1618.19
808,512.546
808.5,1725.8
809,6463.58
809.5,2576.32
810,0
810.5,0
811,0
811.5,0
812,0
812.5,0
813,0
813.5,0
814,0
814.5,0
815,0
815.5,0
816,0
816.5,0
817,0
817.5,0
818,0
818.5,0
819,0
819.5,0
820,0
820.5,0
821,0
821.5,0
822,0
822.5,0
823,0
823.5,0
824,87.8806
824.5,188.426
825,290.767
825.5,412.637
826,2133.13
826.5,5795.4
827,4155.6
827.5,5258.41
828,8211.93
828.5,7753.82
829,7975.03
829.5,7754.33
830,15455.7
830.5,5844.13
831,20692.6
831.5,19327
832,16706.6
832.5,4357.75
833,368.916
833.5,160.747
834,0
834.5,0
835,0
835.5,0
836,0
836.5,0
837,0
837.5,0
838,0
838.5,0
839,0
839.5,0
840,0
840.5,0
841,0
841.5,0
842,0
842.5,0
843,0
843.5,0
844,0
844.5,0
845,0
845.5,0
846,0
846.5,0
847,0
847.5,0
848,270.029
848.5,277.021
849,2378.04
849.5,8439.57
850,2726.34
850.5,5025.23
851,6365.32
851.5,4312.02
852,7444.62
852.5,9274.98
853,8196.3
853.5,7288.08
854,7456.1
854.5,10301.2
855,13245.6
855.5,9058.93
856,7714.66
856.5,1631.76
857,4797.07
857.5,1519.85
858,0
858.5,0
859,0
859.5,0
860,0
860.5,0
861,0
861.5,0
862,0
862.5,0
863,0
863.5,0
864,0
864.5,0
865,0
865.5,0
866,0
866.5,0
867,0
867.5,0
868,0
868.5,0
869,0
869.5,0
870,0
870.5,0
871,0
871.5,424.877
872,3371.82
872.5,8766.45
873,9773.6
873.5,12771
874,14245
874.5,15759
875,13482.3
875.5,8633.75
876,6946.65
876.5,7141.73
877,13590.2
877.5,19341
878,9007.19
878.5,9157.28
879,9404.49
879.5,2351.76
880,1811.56
880.5,1054.9
881,1429.64
881.5,615.974
882,0
882.5,0
883,0
883.5,0
884,0
884.5,0
885,0
885.5,0
886,0
886.5,0
887,0
887.5,0
888,0
888.5,0
889,0
889.5,0
890,0
890.5,0
891,0
891.5,0
892,0
892.5,0
893,0
893.5,0
894,0
894.5,0
895,0
895.5,2519.1
896,10510.1
896.5,881.268
897,1115.29
897.5,1559.64
898,3231.51
898.5,6525.95
899,5421.01
899.5,10548.1
900,11717.9
900.5,9215.49
901,18854.1
901.5,19199.3
902,19637.5
902.5,20082.4
903,10860.1
903.5,20244
904,12459.4
904.5,10756.7
905,2458.66
905.5,1092.88
906,0
906.5,0
907,0
907.5,0
908,0
908.5,0
909,0
909.5,0
910,0
910.5,0
911,0
911.5,0
912,0
912.5,0
913,0
913.5,0
914,0
914.5,0
915,0
915.5,0
916,0
916.5,0
917,0
917.5,0
918,0
918.5,0
919,0
919.5,0
920,71.8125
920.5,5430.72
921,16157.6
921.5,19161.1
922,10184.2
922.5,7262.99
923,11356.1
923.5,15838.1
924,17514
924.5,13900.7
925,13751.9
925.5,8896.27
926,17970.8
926.5,12346.4
927,18893.2
927.5,13683.5
928,10848.4
928.5,18516.6
929,11249.6
929.5,6326.53
930,0
930.5,0
931,0
931.5,0
932,0
932.5,0
933,0
933.5,0
934,0
934.5,0
935,0
935.5,0
936,0
936.5,0
937,0
937.5,0
938,0
938.5,0
939,0
939.5,0
940,0
940.5,0
941,0
941.5,0
942,0
942.5,0
943,0
943.5,1342.18
944,6424.25
944.5,12221.5
945,13137.2
945.5,14985.9
946,16305.5
946.5,16297.5
947,18163.6
947.5,16477.4
948,15150.9
948.5,12375.2
949,12299.8
949.5,11514.6
950,11476
950.5,11214.1
951,7832.27
951.5,6542.75
952,2080.79
952.5,2061.85
953,1271.57
953.5,558.988
954,0
954.5,0
955,0
955.5,0
956,0
956.5,0
957,0
957.5,0
958,0
958.5,0
959,0
959.5,0
960,0
960.5,0
961,0
961.5,0
962,0
962.5,0
963,0
963.5,0
964,0
964.5,0
965,0
965.5,0
966,0
966.5,0
967,0
967.5,0
968,34.025
968.5,9882.18
969,11818.4
969.5,2058.22
970,2513.72
970.5,10100
971,8310.38
971.5,9662.99
972,8712.99
972.5,7284.01
973,8215.82
973.5,12084.1
974,15515.7
974.5,15374.1
975,14134
975.5,21214.3
976,20507.3
976.5,18823.7
977,15942.4
977.5,10455.7
978,0
978.5,0
979,0
979.5,0
980,0
980.5,0
981,0
981.5,0
982,0
982.5,0
983,0
983.5,0
984,0
984.5,0
985,0
985.5,0
986,0
986.5,0
987,0
987.5,0
988,0
988.5,0
989,0
989.5,0
990,0
990.5,0
991,0
991.5,3608.6
992,12670.7
992.5,17896
993,20978.4
993.5,22658.5
994,23223
994.5,23144.3
995,22650.9
995.5,22121.7
996,21592.3
996.5,21305.3
997,21311.3
997.5,21634.6
998,22032.4
998.5,16541.9
999,22869.8
999.5,22741.8
1000,21941
1000.5,20054.4
1001,16906.3
1001.5,11207.7
1002,0
1002.5,0
1003,0
1003.5,0
1004,0
1004.5,0
1005,0
1005.5,0
1006,0
1006.5,0
1007,0
1007.5,0
1008,0
1008.5,0
1009,0
1009.5,0
1010,0
1010.5,0
1011,0
1011.5,0
1012,0
1012.5,0
1013,0
1013.5,0
1014,0
1014.5,0
1015,0
1015.5,2460.04
1016,8693.8
1016.5,13003.3
1017,20318.6
1017.5,11973.7
1018,22522.8
1018.5,15772.2
1019,10900.7
1019.5,12698.8
1020,9993.74
1020.5,3597.49
1021,6629.11
1021.5,4710.59
1022,5813.64
1022.5,3237.33
1023,6875.91
1023.5,2137.61
1024,7186.48
1024.5,1744.7
1025,194.351
1025.5,91.3193
1026,0
1026.5,0
1027,0
1027.5,0
1028,0
1028.5,0
1029,0
1029.5,0
1030,0
1030.5,0
1031,0
1031.5,0
1032,0
1032.5,0
1033,0
1033.5,0
1034,0
1034.5,0
1035,0
1035.5,0
1036,0
1036.5,0
1037,0
1037.5,0
1038,0
1038.5,0
1039,0
1039.5,0
1040,71.1561
1040.5,1316.6
1041,2215.63
1041.5,1874.73
1042,734.546
1042.5,2639.07
1043,1624.04
1043.5,5655.28
1044,3746.59
1044.5,10391.3
1045,11485.3
1045.5,12722.3
1046,20640.7
1046.5,21059.1
1047,5424.87
1047.5,7643.92
1048,20389.9
1048.5,18660.2
1049,15820.5
1049.5,12099.5
1050,0
1050.5,0
1051,0
1051.5,0
1052,0
1052.5,0
1053,0
1053.5,0
1054,0
1054.5,0
1055,0
1055.5,0
1056,0
1056.5,0
1057,0
1057.5,0
1058,0
1058.5,0
1059,0
1059.5,0
1060,0
1060.5,0
1061,0
1061.5,0
1062,0
1062.5,0
1063,0
1063.5,3813.4
1064,3947.13
1064.5,5983.34
1065,8101.27
1065.5,9226.35
1066,10116
1066.5,7759.45
1067,8403.15
1067.5,8904.96
1068,13497.4
1068.5,12845.5
1069,9884.68
1069.5,11154
1070,20413.5
1070.5,20772.8
1071,10763.5
1071.5,10184
1072,9482.08
1072.5,10342.1
1073,1950.01
1073.5,934.405
1074,0
1074.5,0
1075,0
1075.5,0
1076,0
1076.5,0
1077,0
1077.5,0
1078,0
1078.5,0
1079,0
1079.5,0
1080,0
1080.5,0
1081,0
1081.5,0
1082,0
1082.5,0
1083,0
1083.5,0
1084,0
1084.5,0
1085,0
1085.5,0
1086,0
1086.5,0
1087,0
1087.5,87.279
1088,473.285
1088.5,621.732
1089,1137
1089.5,859.906
1090,1514.58
1090.5,1803.45
1091,4803.95
1091.5,7101.65
1092,4932.54
1092.5,7092.87
1093,9963.12
1093.5,7270.02
1094,9162.31
1094.5,9217.1
1095,8969.05
1095.5,14082.6
1096,11891.1
1096.5,9337.96
1097,9112.42
1097.5,6174.77
1098,0
1098.5,0
1099,0
1099.5,0
1100,0
1100.5,0
1101,0
1101.5,0
1102,0
1102.5,0
1103,0
1103.5,0
1104,0
1104.5,0
1105,0
1105.5,0
1106,0
1106.5,0
1107,0
1107.5,0
1108,0
1108.5,0
1109,0
1109.5,0
1110,0
1110.5,0
1111,0
1111.5,188.295
