Source,USAD,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Version
NSDBR,690190,-,TX,-,30.238611,-97.50827,-6,155,-6,unknown
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
2009.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7916898727416992,6.0668579101562727,169.56726290481399
2009.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,1.7787865400314331,5.8495117187500227,172.69130034820034
2009.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.765883207321167,5.6321655273437727,170.6398843452283
2009.0,1.0,1.0,1.0,30.0,0.0,0.0,0.0,1.7932171821594238,5.4412475585937736,165.46345446491699
2009.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.8205510377883911,5.2503295898437736,159.4066943825685
2009.0,1.0,1.0,2.0,30.0,0.0,0.0,0.0,1.8218332529067995,5.0476623535156486,153.0710693360094
2009.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.8231154680252075,4.8450256347656486,146.63183634833916
2009.0,1.0,1.0,3.0,30.0,0.0,0.0,0.0,1.8006305694580078,4.6346679687500236,140.15840969737141
2009.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.7781457901000977,4.4243103027343986,133.68673470408027
2009.0,1.0,1.0,4.0,30.0,0.0,0.0,0.0,1.7709949016571045,4.2407165527343986,127.24039449036889
2009.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.7638440132141111,4.0570922851562736,120.83835093475635
2009.0,1.0,1.0,5.0,30.0,0.0,0.0,0.0,1.7955795526504517,3.9080749511718977,114.49844128331586
2009.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.827315092086792,3.7590576171875223,108.23935661827852
2009.0,1.0,1.0,6.0,30.0,0.0,0.0,0.0,1.9171813726425169,3.8193908691406482,102.08207858108109
2009.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0070476531982417,3.8797241210937727,96.051189156257919
2009.0,1.0,1.0,7.0,30.0,0.0,0.0,0.0,2.025919914245605,5.2462097167968986,90.171366150578123
2009.0,1.0,1.0,8.0,0.0,62.0,35.0,278.0,2.0447921752929687,6.6126647949218977,84.492035044810493
2009.0,1.0,1.0,8.0,30.0,151.0,53.0,516.0,1.9782369136810305,8.1745239257812727,79.046632395460392
2009.0,1.0,1.0,9.0,0.0,244.0,65.0,646.0,1.911681652069092,9.7363525390625245,73.892711529455553
2009.0,1.0,1.0,9.0,30.0,333.0,74.0,728.0,2.1681375503540044,11.640161132812526,69.098354374669938
2009.0,1.0,1.0,10.0,0.0,414.0,80.0,782.0,2.4245936870574951,13.5439392089844,64.745726325696054
2009.0,1.0,1.0,10.0,30.0,484.0,85.0,820.0,2.6432795524597168,14.895898437500026,60.931444267669065
2009.0,1.0,1.0,11.0,0.0,541.0,89.0,846.0,2.8619651794433598,16.247857666015648,57.763806728264406
2009.0,1.0,1.0,11.0,30.0,279.0,247.0,55.0,3.0169224739074707,17.198175048828148,55.355166978592919
2009.0,1.0,1.0,12.0,0.0,255.0,237.0,30.0,3.171879768371582,18.148492431640648,53.808444978832902
2009.0,1.0,1.0,12.0,30.0,260.0,241.0,30.0,3.2690553665161133,18.729241943359398,53.199428793629721
2009.0,1.0,1.0,13.0,0.0,221.0,213.0,13.0,3.3662309646606445,19.309960937500023,53.560331559425173
2009.0,1.0,1.0,13.0,30.0,303.0,259.0,76.0,3.450772762298584,19.509179687500023,54.871906779095497
2009.0,1.0,1.0,14.0,0.0,245.0,224.0,37.0,3.5353147983551025,19.708398437500023,57.068224834062498
2009.0,1.0,1.0,14.0,30.0,252.0,217.0,69.0,3.5438840389251713,19.606103515625023,60.051582436861715
2009.0,1.0,1.0,15.0,0.0,433.0,81.0,794.0,3.5524532794952397,19.503778076171894,63.710540697367641
2009.0,1.0,1.0,15.0,30.0,355.0,74.0,748.0,3.4563074111938481,18.907434082031273,67.934802043637717
2009.0,1.0,1.0,16.0,0.0,269.0,65.0,683.0,3.3601617813110352,18.311059570312523,72.62431862785445
2009.0,1.0,1.0,16.0,30.0,179.0,52.0,595.0,3.4488978385925293,17.012445068359398,77.693144957003099
2009.0,1.0,1.0,17.0,0.0,92.0,44.0,400.0,3.5376338958740234,15.713830566406275,83.069735278016466
2009.0,1.0,1.0,17.0,30.0,0.0,0.0,0.0,3.6847076416015625,15.20232543945315,88.694600334367919
2009.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,3.8317816257476807,14.6907897949219,94.527471323324065
2009.0,1.0,1.0,18.0,30.0,0.0,0.0,0.0,3.8711404800415039,14.442773437500026,100.52165922039995
2009.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,3.9104995727539058,14.194726562500026,106.64927523975507
2009.0,1.0,1.0,19.0,30.0,0.0,0.0,0.0,3.9032378196716313,13.955957031250026,112.88456548120364
2009.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,3.8959760665893559,13.717187500000026,119.20570698434082
2009.0,1.0,1.0,20.0,30.0,0.0,0.0,0.0,3.9521117210388175,13.52752075195315,125.59348369661024
2009.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,4.0082473754882812,13.33782348632815,132.02989529379118
2009.0,1.0,1.0,21.0,30.0,0.0,0.0,0.0,4.0348124504089364,13.15630493164065,138.4963490015335
2009.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,4.0613775253295898,12.97478637695315,144.97064588382983
2009.0,1.0,1.0,22.0,30.0,0.0,0.0,0.0,4.0306253433227539,12.758935546875026,151.42065396238118
2009.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,3.9998726844787602,12.5430847167969,157.78796191223952
2009.0,1.0,1.0,23.0,30.0,0.0,0.0,0.0,3.9576702117919917,12.330285644531275,163.93534620808475
2009.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.9154677391052246,12.117517089843775,169.42960830558553
2009.0,1.0,2.0,0.0,30.0,0.0,0.0,0.0,3.8768811225891113,12.109399414062526,172.59222277725553
2009.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.8382947444915767,12.1013122558594,170.63513472743574
2009.0,1.0,2.0,1.0,30.0,0.0,0.0,0.0,3.771539688110352,12.079003906250026,165.50516044615972
2009.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.7047848701477051,12.05669555664065,159.46589533456125
2009.0,1.0,2.0,2.0,30.0,0.0,0.0,0.0,3.566765308380127,12.10601196289065,153.13754258585885
2009.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.4287457466125488,12.155358886718775,146.70120810362832
2009.0,1.0,2.0,3.0,30.0,0.0,0.0,0.0,3.2375702857971187,12.13628540039065,140.22839562656029
2009.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,3.046394824981689,12.11724243164065,133.75592828554349
2009.0,1.0,2.0,4.0,30.0,0.0,0.0,0.0,2.9496538639068604,11.9846130371094,127.3077975206244
2009.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,2.8529129028320312,11.85198364257815,120.90316059568261
2009.0,1.0,2.0,5.0,30.0,0.0,0.0,0.0,2.7936439514160161,11.745080566406275,114.55993919001058
2009.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,2.7343747615814209,11.6381774902344,108.29684259980324
2009.0,1.0,2.0,6.0,30.0,0.0,0.0,0.0,2.692528247833252,11.655664062500026,102.13482525758812
2009.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,2.6506819725036621,11.673120117187526,96.098406403886301
2009.0,1.0,2.0,7.0,30.0,0.0,0.0,0.0,2.5810153484344478,12.229699707031275,90.212109252114544
2009.0,1.0,2.0,8.0,0.0,62.0,35.0,280.0,2.5113487243652344,12.786279296875026,84.525415317057224
2009.0,1.0,2.0,8.0,30.0,153.0,53.0,524.0,2.3670806884765625,13.382775878906275,79.071453233415909
2009.0,1.0,2.0,9.0,0.0,124.0,108.0,56.0,2.2228126525878902,13.979272460937526,73.907665477284908
2009.0,1.0,2.0,9.0,30.0,145.0,135.0,26.0,2.093407154083252,14.7541442871094,69.101988521444611
2009.0,1.0,2.0,10.0,0.0,144.0,142.0,3.0,1.9640014171600344,15.5290466308594,64.736483699311606
2009.0,1.0,2.0,10.0,30.0,167.0,164.0,6.0,1.9924801588058472,16.817773437500026,60.907766673795024
2009.0,1.0,2.0,11.0,0.0,164.0,163.0,1.0,2.0209589004516597,18.106500244140648,57.724317577568598
2009.0,1.0,2.0,11.0,30.0,185.0,182.0,5.0,2.4102606773376465,19.860101318359398,55.298933124631994
2009.0,1.0,2.0,12.0,0.0,144.0,144.0,0.0,2.7995624542236333,21.613702392578148,53.73526763856983
2009.0,1.0,2.0,12.0,30.0,193.0,189.0,5.0,2.9292263984680176,22.138482666015648,53.110053479415818
2009.0,1.0,2.0,13.0,0.0,191.0,188.0,4.0,3.0588903427124023,22.663262939453148,53.456452116839806
2009.0,1.0,2.0,13.0,30.0,227.0,216.0,18.0,3.1593551635742187,22.698968505859398,54.755919878770847
2009.0,1.0,2.0,14.0,0.0,210.0,202.0,15.0,3.2598197460174561,22.734643554687523,56.942827874758748
2009.0,1.0,2.0,14.0,30.0,281.0,226.0,109.0,3.3701324462890625,22.387048339843773,59.919381574846582
2009.0,1.0,2.0,15.0,0.0,243.0,198.0,102.0,3.4804451465606689,22.039422607421894,63.573791078268201
2009.0,1.0,2.0,15.0,30.0,188.0,159.0,75.0,3.4748008251190186,21.400842285156273,67.795304131210656
2009.0,1.0,2.0,16.0,0.0,128.0,119.0,30.0,3.4691565036773682,20.762231445312523,72.483427810616391
2009.0,1.0,2.0,16.0,30.0,153.0,65.0,405.0,3.5900006294250488,19.767510986328148,77.551838198331907
2009.0,1.0,2.0,17.0,0.0,79.0,49.0,245.0,3.7108445167541504,18.772760009765648,82.928697113454561
2009.0,1.0,2.0,17.0,30.0,0.0,0.0,0.0,3.864566564559937,18.364526367187523,88.554359960444131
2009.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,4.0182886123657235,17.956292724609398,94.388107420462305
2009.0,1.0,2.0,18.0,30.0,0.0,0.0,0.0,4.092435359954834,17.680078125000023,100.38344401182665
2009.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,4.1665821075439444,17.403863525390648,106.51227450808857
2009.0,1.0,2.0,19.0,30.0,0.0,0.0,0.0,4.239283561706543,17.091973876953148,112.74876873743878
2009.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,4.3119845390319815,16.780053710937526,119.07103484068551
2009.0,1.0,2.0,20.0,30.0,0.0,0.0,0.0,4.3861303329467765,16.573937988281273,125.45978495687244
2009.0,1.0,2.0,21.0,0.0,0.0,0.0,0.0,4.4602756500244141,16.367852783203148,131.89693180603018
2009.0,1.0,2.0,21.0,30.0,0.0,0.0,0.0,4.4621238708496085,16.273553466796898,138.36376315173882
2009.0,1.0,2.0,22.0,0.0,0.0,0.0,0.0,4.4639716148376474,16.179254150390648,144.83790044948972
2009.0,1.0,2.0,22.0,30.0,0.0,0.0,0.0,4.4600896835327148,16.251855468750026,151.28692765163049
2009.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,4.4562082290649414,16.324426269531273,157.65199761012076
2009.0,1.0,2.0,23.0,30.0,0.0,0.0,0.0,4.4561080932617187,16.459893798828148,163.79550911525683
2009.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.4560084342956534,16.595361328125026,169.28739024879184
2009.0,1.0,3.0,0.0,30.0,0.0,0.0,0.0,4.4379053115844727,16.658776855468773,172.48461030757809
2009.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,4.4198017120361328,16.722222900390648,170.62156368484003
2009.0,1.0,3.0,1.0,30.0,0.0,0.0,0.0,4.3905496597290039,16.728631591796898,165.54047286356609
2009.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,4.3612980842590332,16.735070800781273,159.51998001321562
2009.0,1.0,3.0,2.0,30.0,0.0,0.0,0.0,4.3021259307861337,16.786614990234398,153.19951422698938
2009.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,4.2429537773132315,16.838159179687526,146.76637470721883
2009.0,1.0,3.0,3.0,30.0,0.0,0.0,0.0,4.1580848693847665,16.861291503906273,140.29430247629801
2009.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0732154846191415,16.884423828125026,133.82106672176599
2009.0,1.0,3.0,4.0,30.0,0.0,0.0,0.0,3.9798550605773926,16.891137695312526,127.37110177849256
2009.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,3.886494636535645,16.897851562500026,120.96377910048322
